id,job_title,career_level,experience_level,education_level,skills
703,Web Developer,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['application architecture', 'organizational skill', 'web page', 'mobile app', 'mobile phone', 'product design', 'computer science', 'project management', 'front end', 'javascript framework', 'server side', 'verbal communication skill', 'problem solve', 'soap', 'html', 'css', 'web developer', 'graphic designers', 'application design', 'web developers', 'product requiring', 'developing application', 'designing user', 'rest apis', 'programming languages', 'design web', 'programming web', 'statistics', 'filed', 'c', 'javascript', 'angular', 'js react', 'python', 'ruby', 'java php', 'mysql', 'mongodb']"
706,Accounting & Finance Staff,Supervisor/Koordinator,2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['finance', 'accounting', 'myob', 'journal', 'voucher', 'r', 'self motivated', 'supervision']"
709,Sales Marketing,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['problem solve', 'microsoft office', 'sales', 'consult', 'plan', 'collaborate', 'operational', 'communication']"
710,GL Reporting Senior Manager,CEO/GM/Direktur/Manajer Senior,3 tahun,Sarjana (S1),"['general ledger', 'balance sheet', 'financial statement', 'internal control', 'business process', 'charter accountant', 'microsoft office', 'microsoft excel', 'business correspondence', 'time management', 'manage', 'accounting', 'closing', 'operating', 'financial reporting', 'accounts', 'financial forecasts', 'budget', 'forecast', 'support decision', 'management', 'finance', 'internal auditors', 'audits', 'data flows', 'map', 'public accountant', 'accountant chartered', 'english written', 'communicate', 'read', 'professional', 'journals', 'write', 'reports business', 'color', 'genetics']"
711,SPV Accounting,Supervisor/Koordinator,2 tahun,Sarjana (S1),"['financial control', 'accounting', 'finance', 'accounting tax']"
713,Business Development/ Marketing (Makassar/Palu/Balikpapan/Samarinda),Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['business development', 'point of sale', 'canvassing', 'marketing business', 'c']"
714,Training Management Specialist,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['learn management system', 'management system', 'schedule', 'manager', 'tracking', 'rolling', 'plan', 'operators', 'governments', 'facility materials', 'operations', 'training program', 'archiving', 'newsletter', 'coordinating', 'government', 'communication', 'bahasa', 'english', 'multitask']"
715,Desain Grafis,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,"['digital ad', 'ide', 'seo', 'blog']"
716,Social Media,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['social medium', 'digital marketing', 'fast move consumer good', 'adobe photoshop', 'adobe illustrator', 'adobe after effect', 'creative', 'design content', 'marketplace', 'tiktok', 'multimedia', 'retail fashion', 'advertising', 'program design', 'draw', 'social media', 'social', 'copywriting', 'broadcast', 'brand']"
718,INTERNAL SALES SUPPORT - DELIVERY DEPT. HEAD,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['microsoft office', 'promo', 'schedule', 'finance']"
720,Education consultant,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,"['social medium', 'on the job training', 'act', 'crm', 'consultant', 'building relationships', 'customers relationships', 'self motivated', 'english', 'sales', 'negotiate', 'teamwork', 'targets', 'working environment', 'friendly', 'professional']"
722,Brand Manager - Beauty Retail,Manajer/Asisten Manajer,7 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['marketing strategy', 'marketing analysis', 'sale promotion', 'marketing mix', 'marketing communication', 'brand awareness', 'cost control', 'mba', 'management', 'sales', 'sales develop', 'develop marketing', 'marketing plan', 'plan products', 'map', 'plan', 'sales plan', 'execute', 'budget', 'supervise', 'brand', 'effective marketing', 'new product', 'sustainable', 'equity', 'marketing business', 'english', 'writing', 'analytical', 'self motivated', 'acting']"
725,HR Service Officer,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['hris', 'economy', 'tk', 'english']"
726,TRAINER HP (HANDPHONE) - LAMPUNG,Supervisor/Koordinator,2 tahun,Sarjana (S1),"['public relation', 'public speak', 'samsung galaxy', 'communication']"
727,Chef de Partie [Semarang],Supervisor/Koordinator,2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['haccp', 'chef', 'program training', 'cook']"
729,Administration Staff (Contract 6 months),Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['microsoft office', 'memos', 'scheduled', 'filing']"
730,Business Support Executive (Drafter),Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['microsoft office', 'english language', 'technical drawing', 'order processing', 'shop draw', 'market research', 'customer service', 'customer relationship management', 'relationship management', 'sale order', 'order delivery', 'crm', 'autocad', 'architectural interior', 'sketchup', 'rendering', 'communication skill', 'positive', 'drawing', 'sales', 'execute', 'planning', 'coordinate', 'service reports', 'brochures', 'presentations', 'filings', 'tracking', 'system sample', 'system manage']"
732,Marketing Shipping Agency,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['english language', 'business management', 'management field', 'logistic', 'english', 'communication skill', 'typing', 'operations', 'governing', 'tariffs', 'communication skills', 'customer relationship', 'self motivated', 'control computer', 'work environment']"
733,I2P Non-PO Inv. DS Non-Trd. Analyst,Tidak Terspesifikasi,,Tidak terspesifikasi,"['exception handling', 'analytical thinking', 'coding review', 'process documentation', 'standard practices', 'finance', 'accountancy', 'banking', 'recruitment process']"
735,Senior Accounting Consultant,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),"['financial statement', 'payroll tax', 'business requirement', 'supervising', 'consultants', 'accountancy', 'banking', 'economics', 'english', 'bahasa', 'professional', 'teach', 'build relationships', 'collaborate']"
737,ADMIN HRD & GA,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak terspesifikasi,"['employee benefit', 'human resources', 'outsourcing', 'onboarding', 'asset']"
740,STRATEGIC MARKETING F&B,Manajer/Asisten Manajer,4 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['marketing strategy', 'market share', 'digital marketing', 'loyalty program', 'brand awareness', 'customer satisfaction', 'social medium', 'online marketing', 'marketing communication', 'communication strategy', 'strategic planning', 'microsoft office', 'seo', 'execute', 'sales', 'integrated', 'omni', 'channel marketing', 'marketing digital', 'collaboration', 'marketplace', 'manage', 'marketing branding', 'optimal market', 'innovative', 'customer acquisition', 'effective marketing', 'brand', 'equity customer', 'collaborations', 'marketing business', 'management communications', 'leadership', 'track', 'executing', 'stage', 'communication interpersonal']"
742,Sales Operations Manager,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),"['sale territory', 'customer relationship management', 'relationship management', 'regional sale', 'business development', 'salesforce com', 'self starter', 'crm', 'sales', 'close working', 'efficient operation', 'communication', 'targets', 'leadership', 'sales plan', 'operational', 'track', 'forecast', 'planning', 'budgeting processes', 'processes drive', 'pipe', 'economics', 'accounting', 'ict', 'sap knowledge', 'teamwork']"
744,ETL Developer,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['storage system', 'extract transform load', 'data warehousing', 'business process', 'problem solve', 'data processing', 'business requirement', 'data management', 'xml database', 'shell script', 'etl', 'rolap', 'ibm', 'environment testing', 'troubleshooting', 'data storage', 'data warehouse', 'related extraction', 'transformation', 'programming', 'scripting', 'data pipelines', 'engineering computer', 'telecommunication', 'communication', 'analytical', 'warehousing', 'molap', 'dm', 'solve complex', 'sql database', 'talend', 'mappings', 'workflows', 'use cases', 'governance', 'data integrity', 'data mappings', 'source', 'data architecture', 'scalable', 'maintainable']"
747,Account Manager,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['research', 'sales', 'presentation', 'trends market', 'energetic', 'positive attitude', 'management', 'communication', 'targets']"
748,Accounting Manager,Manajer/Asisten Manajer,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['risk control', 'cash flow', 'finance', 'tax bank', 'bank']"
750,General Affair Manager,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),"['food service', 'food', 'manager', 'plan', 'finance', 'budget', 'budgets', 'operate', 'operational', 'sls', 'advertisements', 'genset', 'groundwater', 'cooperation', 'documents requirements', 'operations', 'management', 'read', 'inquiries', 'leadership', 'cross functional']"
751,Drafter/Draftsman,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak terspesifikasi,"['technical drawing', 'interior architecture', 'architectural drawing', 'team orient', 'computer design', 'v ray', 'architecture interior', 'coordination', 'advanced design', 'drawings', 'drawing', 'consultants', 'innovative', 'creative', 'library', 'architectural interior', 'task plan', 'plan development', 'coordinate', 'engineering systems', 'english', 'collaborative', 'autocad', 'sketch', 'revit', 'operate', 'editing', 'rendering', 'lumion', 'parameters']"
752,HRD & COMPLIANCE,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['labor law', 'psychology', 'human resource', 'legal document', 'social', 'audit', 'leadership', 'communication', 'innovative', 'java']"
754,"Environment, Health & Safety Region",Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),"['hazard identification', 'risk management', 'incident report', 'waste minimization', 'pollution prevention', 'environmental health', 'investigation', 'emergency response', 'audits', 'general administrative', 'engineering environmental', 'non', 'recruitment process']"
755,Operation Manager,Manajer/Asisten Manajer,5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['manage', 'operations', 'business units', 'coordinating', 'planning', 'cleanliness', 'food', 'food manufacture', 'leadership', 'analytical']"
756,ERP Sales Manager,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['business development', 'system implementation', 'software development', 'erp', 'sales', 'managing', 'business plan', 'forecasting', 'long term', 'pre sales', 'team cross functional', 'english', 'bahasa']"
758,LEAN MANUFACTURE CONSULTANT,CEO/GM/Direktur/Manajer Senior,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['lean six sigma', 'business process', 'quality control', 'lean manufacture', 'consultant', 'continuous improvement', 'reengineering', 'r', 'manager']"
763,Sales Executive (B2B),Pegawai (non-manajemen & non-supervisor),2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['market research', 'business development', 'sale management', 'reporting tool', 'crm', 'erp', 'targeted', 'manage', 'source', 'manage relationships', 'sales', 'cold calls', 'instrumentation', 'communications', 'communication', 'negotiation', 'presentation', 'analytical']"
764,Assistant Manager – Group Partnership Distribution Sales,Tidak Terspesifikasi,,Tidak terspesifikasi,"['employee benefit', 'business strategy', 'bank', 'pd', 'distribution services', 'manage', 'social', 'maternity', 'disability']"
766,PIC Support,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,Tidak terspesifikasi,"['microsoft excel', 'filing data', 'data', 'outsourcing', 'visi']"
769,Product Support Engineer,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak terspesifikasi,"['quality assurance', 'write communication', 'customer success', 'collaboration tool', 'api', 'research', 'root cause', 'infrastructure', 'troubleshooting', 'targeted', 'communication', 'product managers', 'managers developers', 'prioritize', 'manage', 'english', 'bahasa', 'analytical', 'executing', 'managing projects', 'issue tracking', 'python', 'javascript', 'android', 'rest api', 'communicate', 'leadership', 'sql', 'software applications']"
770,PAYROLL SERVICE OFFICER,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['microsoft word', 'time management', 'payroll practice', 'data collection', 'payroll tax', 'payment processing', 'hris', 'skills microsoft', 'verbal communication', 'investigate', 'literacy', 'legislation', 'labor related', 'accounting', 'record maintenance', 'ad hoc', 'payroll', 'operations', 'inquiries', 'filing', 'archiving']"
